FLIGHTID,P_AIRCRAFTTYPE,R_ACODE,S_DEPTIME,S_ARRTIME,P_DEPTIME,P_ARRTIME,R_DEPAP,R_DEPTIME,entry_timestamp,entry_lon,entry_lat,entry_height,entry_time_gap,Time_of_Entry,cluster_closed
CCA800,B38M,3416.0,202508180105,202508180555,202508180105,202508180522,UAAA,202508180124.0,2025-08-18 05:34:00,115.538056,40.430278,421.0,60.0,20.0,1.0
CCA812,B738,1243.0,202508181705,202508181945,202508181705,202508181923,UHWW,202508181710.0,2025-08-18 19:07:00,117.01463,40.719759,357.2,60.0,22.0,2.0
CCA8201,A320,4235.0,202508180800,202508181010,202508180800,202508180930,ZHHH,202508180818.0,2025-08-18 09:30:00,115.803056,38.659167,539.0,60.0,21.0,3.0
CCA8203,A320,6254.0,202508180950,202508181155,202508180950,202508181120,ZHHH,202508180959.0,2025-08-18 11:12:00,115.882177,38.734413,509.0,61.0,21.0,3.0
CCA8205,A320,322.0,202508181200,202508181400,202508181200,202508181330,ZHHH,202508181202.0,2025-08-18 13:15:00,115.871769,38.725213,509.0,60.0,21.0,3.0
CCA8207,C919,6247.0,202508181330,202508181540,202508181330,202508181506,ZHHH,202508181336.0,2025-08-18 14:53:00,115.885574,38.7375,509.0,60.0,20.0,3.0
CCA8209,A320,6255.0,202508181550,202508181800,202508181550,202508181721,ZHHH,202508181550.0,2025-08-18 17:05:00,115.807091,38.660054,539.0,57.0,20.0,3.0
CCA8211,A320,6241.0,202508181820,202508182020,202508181820,202508181951,ZHHH,202508181831.0,2025-08-18 19:44:00,115.86076,38.714863,509.0,61.0,21.0,3.0
CCA8213,A321,4240.0,202508181955,202508182200,202508181955,202508182127,ZHHH,202508182006.0,2025-08-18 21:19:00,115.8975,38.749167,509.0,60.0,18.0,3.0
CCA8215,C919,323.0,202508182120,202508182335,202508182120,202508182256,ZHHH,202508182138.0,2025-08-18 22:52:00,115.841389,38.696944,509.0,56.0,21.0,3.0
CCA822,B38M,6156.0,202508182025,202508190220,202508182025,202508190139,VTSP,202508182036.0,2025-08-19 01:54:00,116.18163,40.424833,305.37,60.0,16.0,2.0
CCA8223,A320,4065.0,202508181000,202508181140,202508181000,202508181123,ZBLF,202508181000.0,2025-08-18 11:15:00,116.472409,40.42286,390.74,61.0,23.0,2.0
CCA842,A359,77.0,202508181930,202508190450,202508181930,202508190407,LOWW,202508181937.0,2025-08-19 03:54:00,115.545398,40.43162,451.73,60.0,32.0,1.0
CCA846,A359,3045.0,202508181810,202508190535,202508181810,202508190432,LEBL,202508181832.0,2025-08-19 04:39:00,117.004981,40.709185,390.47,60.0,13.0,2.0
CCA852,A359,20.0,202508181935,202508190540,202508181935,202508190453,EGKK,202508181957.0,2025-08-19 05:02:00,117.015833,40.716111,382.0,56.0,19.0,2.0
CCA856,B77W,75.0,202508180540,202508181525,202508180540,202508181519,EGLL,202508180548.0,2025-08-18 14:58:00,115.559882,40.430818,473.76,54.0,25.0,1.0
CCA862,A359,3012.0,202508181920,202508190500,202508181920,202508190451,LSGG,202508181932.0,2025-08-19 04:53:00,117.024722,40.726389,353.0,60.0,15.0,2.0
CCA864,A333,3076.0,202508181915,202508190520,202508181915,202508190419,LGAV,202508181934.0,2025-08-19 04:17:00,115.648611,40.411944,420.0,56.0,16.0,1.0
CCA866,B789,3051.0,202508172330,202508181030,202508172330,202508180955,LEMD,202508180018.0,2025-08-18 10:28:00,116.480556,40.422532,360.07,60.0,17.0,2.0
CCA872,B38M,2166.0,202508180010,202508180635,202508180015,202508180601,WMKK,202508180057.0,2025-08-18 06:30:00,115.804009,38.729074,539.0,60.0,21.0,3.0
CCA876,B77W,3004.0,202508181830,202508190445,202508181830,202508190359,LFPG,202508181850.0,2025-08-19 04:06:00,116.485068,40.469927,216.0,60.0,7.0,2.0
CCA878,A359,3070.0,202508180105,202508180955,202508180105,202508180920,EKCH,202508180115.0,2025-08-18 09:10:00,116.453056,40.431762,360.0,61.0,23.0,2.0
CCA902,B38M,7.0,202508181150,202508181355,202508181150,202508181332,ZMCK,202508181205.0,2025-08-18 13:32:00,116.431034,40.423388,360.0,61.0,19.0,2.0
CCA906,B38M,7416.0,202508182300,202508190415,202508182300,202508190345,VYYY,202508182308.0,2025-08-19 03:22:00,115.784722,40.43,412.0,60.0,20.0,1.0
CCA908,B789,3035.0,202508181910,202508190540,202508181910,202508190541,LEMD,202508181940.0,2025-08-19 06:02:00,116.975648,40.685222,389.03,60.0,11.0,2.0
CCA910,B77W,3041.0,202508180030,202508180740,202508180030,202508180713,UUEE,202508180054.0,2025-08-18 07:18:00,116.958634,40.667264,302.35,60.0,16.0,2.0
CCA912,A359,3021.0,202508180110,202508180945,202508180110,202508180854,ESSA,202508180119.0,2025-08-18 08:48:00,116.346944,40.424444,360.0,60.0,15.0,2.0
CCA926,A333,142.0,202508181415,202508181805,202508181415,202508181724,RJAA,202508181511.0,2025-08-18 17:51:00,117.998406,38.601311,539.0,61.0,35.0,4.0
CCA928,A333,132.0,202508181300,202508181615,202508181300,202508181539,RJBB,202508181333.0,2025-08-18 15:46:00,117.981667,38.607222,539.0,60.0,26.0,4.0
CCA934,B77W,20.0,202508180220,202508181225,202508180220,202508181143,LFPG,202508180245.0,2025-08-18 11:47:00,115.89423,40.428652,430.34,61.0,23.0,1.0
CCA938,B77W,45.0,202508180325,202508181315,202508180325,202508181303,EGLL,202508180337.0,2025-08-18 12:55:00,116.389333,40.423972,360.0,60.0,18.0,2.0
CCA940,B77W,3072.0,202508180255,202508181255,202508180255,202508181232,LIRF,202508180314.0,2025-08-18 12:36:00,116.396658,40.423943,360.0,62.0,18.0,2.0
CCA942,A359,6226.0,202508180410,202508181140,202508180410,202508181120,OMDB,202508180443.0,2025-08-18 11:37:00,116.40337,40.423935,360.0,60.0,20.0,2.0
CCA950,A359,13.0,202508181930,202508190540,202508181930,202508190503,LIMC,202508181936.0,2025-08-19 04:56:00,116.973796,40.6825,358.56,57.0,17.0,2.0
CCA954,B738,1270.0,202508181715,202508181900,202508181715,202508181823,ZYTL,202508181711.0,2025-08-18 17:46:00,117.991389,38.604444,539.0,60.0,26.0,4.0
CCA956,B38M,6.0,202508181630,202508181830,202508181630,202508181813,ZMCK,202508181633.0,2025-08-18 18:03:00,116.422074,40.423634,360.0,60.0,25.0,2.0
CCA958,B77W,75.0,202508182220,202508190740,202508182220,202508190731,EDDF,202508182237.0,2025-08-19 07:27:00,115.566721,40.174877,360.52,61.0,17.0,1.0
CCA960,B38M,711.0,202508182035,202508190125,202508182035,202508190057,VTBS,202508182107.0,2025-08-19 01:41:00,116.410185,40.423981,319.47,60.0,16.0,2.0
CCA9602,B738,4572.0,202508181445,202508181715,202508181445,202508181642,ZGDY,202508181515.0,2025-08-18 16:55:00,115.884407,38.736481,507.1,60.0,19.0,3.0
CCA9608,B737,3505.0,202508181130,202508181515,202508181130,202508181432,ZPDL,202508181132.0,2025-08-18 14:31:00,115.828918,38.684698,539.0,57.0,23.0,3.0
CCA9610,A321,2541.0,202508181615,202508181845,202508181615,202508181805,ZBLA,202508181619.0,2025-08-18 17:58:00,116.9925,40.698056,350.0,56.0,24.0,2.0
CCA9616,B737,6230.0,202508181445,202508181850,202508181445,202508181814,ZWKM,202508181444.0,2025-08-18 17:58:00,116.35537,40.424537,360.0,60.0,22.0,2.0
CCA962,B77W,3037.0,202508181900,202508190450,202508181900,202508190409,EDDM,202508181914.0,2025-08-19 04:12:00,115.624194,40.425556,421.0,60.0,18.0,1.0
CCA966,B77W,3044.0,202508182015,202508190540,202508182015,202508190524,EDDF,202508182037.0,2025-08-19 05:30:00,116.96538,40.674546,341.63,60.0,15.0,2.0
CCA9680,B38M,6236.0,202508182140,202508190150,202508182140,202508190125,ZWYN,202508182141.0,2025-08-19 01:16:00,116.160083,40.399056,360.7,60.0,17.0,2.0
CCA970,B789,102.0,202508172325,202508180600,202508172325,202508180444,WSSS,202508180007.0,2025-08-18 05:27:00,115.52224,38.808556,539.0,61.0,19.0,3.0
CCA970,B789,2256.0,202508182325,202508190600,202508182325,202508190449,WSSS,202508182354.0,2025-08-19 05:14:00,115.613931,38.673417,508.02,60.0,28.0,0.0
CCA9704,A320,4150.0,202508182055,202508182240,202508182055,202508182201,ZBDS,202508182059.0,2025-08-18 21:51:00,116.439426,40.423639,360.0,60.0,16.0,2.0
CCA976,A333,2267.0,202508180900,202508181510,202508180900,202508181439,WSSS,202508180925.0,2025-08-18 14:59:00,115.824435,38.680565,509.0,60.0,19.0,3.0
CCA978,A333,7123.0,202508180245,202508181010,202508180245,202508180935,WIII,202508180250.0,2025-08-18 09:20:00,115.827704,38.682648,509.0,60.0,21.0,3.0
CCA980,B38M,6141.0,202508180230,202508180710,202508180230,202508180649,VTBS,202508180240.0,2025-08-18 06:42:00,115.837991,38.693153,539.0,60.0,19.0,3.0
CCA982,B748,137.0,202508181405,202508190650,202508181405,202508190526,KJFK,202508181414.0,2025-08-19 05:14:00,117.944763,38.620924,546.13,61.0,47.0,4.0
CCA988,B77W,1236.0,202508180520,202508181800,202508180525,202508181749,KLAX,202508180549.0,2025-08-18 17:54:00,116.995556,40.699722,360.0,60.0,24.0,2.0
CCD1232,B738,4007.0,202508181100,202508181325,202508181100,202508181246,ZLXY,202508181101.0,2025-08-18 12:33:00,116.435278,40.423333,360.0,60.0,17.0,2.0
CCD1312,B738,2460.0,202508181330,202508181705,202508181330,202508181620,ZGNN,202508181334.0,2025-08-18 16:09:00,115.827139,38.681861,508.05,60.0,20.0,3.0
CCD1390,B738,4254.0,202508181220,202508181455,202508181220,202508181413,ZGHA,202508181232.0,2025-08-18 14:09:00,115.808602,38.664153,508.0,60.0,22.0,3.0
CCD1454,B738,1525.0,202508181055,202508181325,202508181055,202508181302,ZUMY,202508181049.0,2025-08-18 12:39:00,115.866176,38.720403,539.0,60.0,21.0,3.0
CCD1504,B738,5102.0,202508182055,202508182255,202508182055,202508182231,ZSNJ,,2025-08-18 22:09:00,116.485019,38.699384,540.0,60.0,28.0,0.0
CCD1536,B738,7021.0,202508181920,202508182150,202508181920,202508182123,ZSNB,202508181927.0,2025-08-18 21:01:00,116.422296,38.665037,539.0,60.0,23.0,0.0
CCD1552,B738,2770.0,202508182110,202508182330,202508182110,202508182258,ZSTX,202508182114.0,2025-08-18 22:33:00,116.456241,38.683444,527.8,60.0,24.0,0.0
CCD1816,B738,170.0,202508182040,202508182340,202508182040,202508182309,ZSAM,202508182055.0,2025-08-18 22:59:00,116.379708,38.657403,509.0,60.0,19.0,3.0
CCD1828,B738,2751.0,202508182000,202508182240,202508182000,202508182222,ZSGZ,202508182007.0,2025-08-18 22:01:00,116.410315,38.65637,539.0,60.0,25.0,0.0
CCD1840,B738,6314.0,202508181210,202508181435,202508181210,202508181413,ZSNB,202508181215.0,2025-08-18 13:50:00,116.476111,38.695,539.0,59.0,26.0,0.0
CCD1906,B738,3146.0,202508181255,202508181625,202508181255,202508181534,ZGSD,202508181314.0,2025-08-18 15:34:00,115.835852,38.689944,509.0,60.0,19.0,3.0
CCD1910,B738,635.0,202508181900,202508182230,202508181900,202508182156,ZGBH,202508181938.0,2025-08-18 22:28:00,115.85,38.704444,509.0,60.0,21.0,3.0
CCD1952,B738,2475.0,202508181210,202508181510,202508181240,202508181515,ZGZH,202508181241.0,2025-08-18 14:56:00,115.855519,38.707933,539.0,61.0,19.0,3.0
CCD1972,B738,4255.0,202508181950,202508182230,202508181950,202508182144,ZGHA,202508181952.0,2025-08-18 21:26:00,115.847687,38.700788,539.0,61.0,19.0,3.0
CCD8901,B738,1247.0,202508181830,202508182000,202508181830,202508181938,ZYTL,202508181835.0,2025-08-18 19:12:00,117.935187,38.62423,539.0,61.0,32.0,4.0
CCD8903,B738,1256.0,202508180900,202508181020,202508180900,202508181008,ZYTL,202508180905.0,2025-08-18 09:40:00,117.909722,38.6325,509.0,60.0,29.0,4.0
CCD8905,B738,1272.0,202508181420,202508181545,202508181420,202508181528,ZYTL,202508181427.0,2025-08-18 15:01:00,118.027102,38.593019,539.0,60.0,31.0,4.0
CCD8907,B738,1267.0,202508181930,202508182100,202508181930,202508182038,ZYTL,202508181928.0,2025-08-18 20:05:00,117.957625,38.616255,509.0,60.0,25.0,4.0
CCD8909,B738,7365.0,202508181325,202508181455,202508181325,202508181433,ZYTL,202508181349.0,2025-08-18 14:23:00,118.010657,38.597495,509.0,60.0,29.0,4.0
CDC8887,A21N,1360.0,202508180710,202508180940,202508180710,202508180915,ZSHC,202508180721.0,2025-08-18 08:58:00,117.998019,38.602639,539.0,60.0,29.0,4.0
CDC8987,A21N,3613.0,202508181555,202508181830,202508181555,202508181744,ZSHC,202508181608.0,2025-08-18 17:34:00,116.481593,38.697528,532.1,62.0,24.0,0.0
CDG1156,B738,2431.0,202508181950,202508182300,202508181950,202508182241,ZGSD,202508182124.0,2025-08-19 00:15:00,115.55,40.399167,421.0,60.0,23.0,1.0
CDG1158,B738,3153.0,202508181535,202508181900,202508181535,202508181826,ZGSD,202508181555.0,2025-08-18 18:17:00,115.84755,38.701653,539.0,61.0,20.0,3.0
CDG1160,B738,3140.0,202508181100,202508181425,202508181100,202508181351,ZGSD,202508181109.0,2025-08-18 13:30:00,115.814431,38.665087,539.0,61.0,23.0,3.0
CDG2121,B738,2121.0,202508180835,202508181125,202508180835,202508181105,ZSAM,202508180846.0,2025-08-18 10:53:00,117.941111,38.621944,539.0,60.0,32.0,4.0
CDG2123,B38M,173.0,202508180930,202508181225,202508180930,202508181158,ZSAM,202508180944.0,2025-08-18 11:45:00,116.470196,38.691858,539.0,58.0,28.0,0.0
CDG2125,B738,150.0,202508181505,202508181800,202508181505,202508181736,ZSAM,202508181515.0,2025-08-18 17:17:00,116.395278,38.653889,539.0,60.0,30.0,0.0
CDG2127,B38M,174.0,202508181730,202508182030,202508181730,202508181958,ZSAM,202508181735.0,2025-08-18 19:38:00,116.4675,38.689963,509.0,60.0,25.0,0.0
CDG2129,B738,164.0,202508181930,202508182230,202508181930,202508182202,ZSAM,202508181954.0,2025-08-18 21:57:00,116.386667,38.646111,539.0,56.0,27.0,0.0
CDG2204,B738,6350.0,202508181740,202508182035,202508181740,202508182008,ZSFZ,202508181739.0,2025-08-18 19:42:00,116.455667,38.683574,509.0,60.0,25.0,0.0
CDG2206,B738,2714.0,202508181855,202508182140,202508181855,202508182122,ZSFZ,202508181854.0,2025-08-18 20:52:00,116.441481,38.675611,509.73,60.0,24.0,0.0
CDG2208,B738,2710.0,202508181615,202508181915,202508181615,202508181842,ZSFZ,202508181630.0,2025-08-18 18:28:00,116.460329,38.687028,509.0,60.0,25.0,0.0
CDG2210,B738,756.0,202508181415,202508181730,202508181415,202508181642,ZSFZ,202508181413.0,2025-08-18 16:12:00,116.394167,38.649407,539.0,60.0,30.0,0.0
CDG2329,B738,2327.0,202508180740,202508181200,202508180740,202508181056,ZWWW,202508180758.0,2025-08-18 10:58:00,116.42974,40.423441,360.0,62.0,18.0,2.0
CDG4641,B738,104.0,202508180710,202508180845,202508180710,202508180822,ZSQD,202508180718.0,2025-08-18 07:53:00,117.968443,38.610679,539.0,61.0,25.0,4.0
CDG4651,B738,7011.0,202508181800,202508181930,202508181800,202508181913,ZSQD,202508181821.0,2025-08-18 19:09:00,116.481944,38.697778,509.0,62.0,30.0,0.0
CDG7605,B738,7207.0,202508181245,202508181400,202508181245,202508181344,ZSYT,202508181326.0,2025-08-18 13:57:00,117.943315,38.621015,539.1,61.0,24.0,4.0
CDG7607,B738,124.0,202508181945,202508182105,202508181945,202508182044,ZSYT,202508181950.0,2025-08-18 20:23:00,117.929444,38.626111,539.0,56.0,29.0,4.0
CDG7609,B738,124.0,202508182125,202508182245,202508182125,202508182224,ZSYT,202508182139.0,2025-08-18 22:09:00,117.956389,38.818889,539.0,60.0,30.0,4.0
CDG7611,B738,120.0,202508180720,202508180850,202508180720,202508180819,ZSYT,202508180721.0,2025-08-18 07:51:00,117.9605,38.615194,509.0,60.0,24.0,4.0
CDG7953,B738,4117.0,202508182220,202508182340,202508182220,202508182319,ZSYT,202508182231.0,2025-08-18 23:04:00,117.945093,38.905241,509.0,60.0,29.0,4.0
CES5099,A333,5060.0,202508180700,202508180915,202508180700,202508180842,ZSSS,202508180707.0,2025-08-18 08:32:00,116.392389,38.709181,539.0,60.0,18.0,3.0
CES5101,B77W,5665.0,202508180800,202508181010,202508180800,202508180947,ZSSS,202508180812.0,2025-08-18 09:38:00,117.9565,38.616019,539.0,60.0,28.0,4.0
CES5103,A333,6336.0,202508180900,202508181115,202508180900,202508181051,ZSSS,202508180918.0,2025-08-18 10:46:00,116.391,38.689093,539.0,60.0,19.0,3.0
CES5105,A332,6304.0,202508181000,202508181215,202508181000,202508181142,ZSSS,202508181012.0,2025-08-18 11:34:00,116.382778,38.664444,539.0,56.0,20.0,3.0
CES5107,A332,5672.0,202508181100,202508181315,202508181100,202508181252,ZSSS,202508181106.0,2025-08-18 12:30:00,116.400164,38.727172,539.0,61.0,20.0,3.0
CES5109,A332,5077.0,202508181200,202508181415,202508181200,202508181351,ZSSS,202508181225.0,2025-08-18 13:48:00,116.391504,38.695958,509.0,58.0,19.0,3.0
CES5111,A359,3037.0,202508181300,202508181510,202508181300,202508181432,ZSSS,202508181309.0,2025-08-18 14:33:00,116.407083,38.747981,539.0,60.0,18.0,3.0
CES5113,A332,6314.0,202508181400,202508181615,202508181400,202508181551,ZSSS,202508181359.0,2025-08-18 15:20:00,116.403438,38.735756,539.0,61.0,18.0,3.0
CES5115,A333,6361.0,202508181500,202508181715,202508181500,202508181652,ZSSS,202508181510.0,2025-08-18 16:35:00,116.397676,38.714454,538.03,60.0,20.0,3.0
CES5117,B77W,6302.0,202508181600,202508181815,202508181600,202508181748,ZSSS,202508181608.0,2025-08-18 17:32:00,116.402312,38.719803,530.58,62.0,18.0,3.0
CES5119,A333,6353.0,202508181700,202508181915,202508181700,202508181852,ZSSS,202508181721.0,2025-08-18 18:45:00,116.393056,38.701111,509.0,60.0,20.0,3.0
CES5121,A332,6345.0,202508181800,202508182015,202508181800,202508181951,ZSSS,202508181816.0,2025-08-18 19:40:00,116.390704,38.693046,539.0,60.0,18.0,3.0
CES5123,A333,5061.0,202508181900,202508182115,202508181900,202508182052,ZSSS,202508181910.0,2025-08-18 20:33:00,116.389417,38.68332,539.95,61.0,20.0,3.0
CES5125,A332,5046.0,202508182000,202508182210,202508182000,202508182152,ZSSS,202508182011.0,2025-08-18 21:35:00,116.389148,38.692778,539.0,60.0,19.0,3.0
CES5127,A332,6301.0,202508182100,202508182315,202508182100,202508182252,ZSSS,202508182109.0,2025-08-18 22:33:00,117.958097,38.879317,539.0,61.0,26.0,4.0
CES5151,A321,6307.0,202508180800,202508181025,202508180800,202508180950,ZSPD,202508180814.0,2025-08-18 09:54:00,115.868133,38.721457,479.0,61.0,20.0,3.0
CES5153,A332,5072.0,202508180935,202508181200,202508180935,202508181117,ZSSS,202508181002.0,2025-08-18 11:27:00,116.390954,38.678963,539.0,60.0,18.0,3.0
CES5155,A20N,6325.0,202508181030,202508181300,202508181120,202508181310,ZSPD,202508181215.0,2025-08-18 13:40:00,116.379977,38.656334,539.0,61.0,20.0,3.0
CES5159,C919,6352.0,202508181430,202508181645,202508181430,202508181620,ZSSS,202508181435.0,2025-08-18 15:59:00,116.383236,38.667958,539.0,60.0,20.0,3.0
CES5161,B77W,3061.0,202508181530,202508181800,202508181530,202508181721,ZSPD,202508181539.0,2025-08-18 17:02:00,116.378833,38.650222,539.0,60.0,19.0,3.0
CES5165,A20N,5075.0,202508182135,202508182350,202508182135,202508182323,ZSPD,202508182205.0,2025-08-18 23:33:00,116.387964,38.712236,509.93,61.0,20.0,3.0
CHH408,A333,3073.0,202508181900,202508190510,202508182000,202508190522,EGPH,202508182009.0,2025-08-19 05:25:00,116.963056,40.671667,363.0,56.0,12.0,2.0
CHH430,B38M,4526.0,202508181450,202508181955,202508181450,202508181933,VTBS,202508181510.0,2025-08-18 19:31:00,115.871167,38.723796,539.93,60.0,20.0,3.0
CHH440,A333,147.0,202508181255,202508181705,202508181255,202508181611,RJAA,202508181352.0,2025-08-18 16:33:00,118.009781,38.598807,539.0,61.0,26.0,4.0
CHH474,A333,136.0,202508181320,202508181655,202508181320,202508181600,RJBB,202508181454.0,2025-08-18 17:14:00,117.985685,38.611417,539.0,60.0,28.0,4.0
CHH490,A333,3030.0,202508181955,202508190500,202508181955,202508190449,EDDB,202508182010.0,2025-08-19 04:55:00,116.120951,40.41924,266.59,64.0,11.0,2.0
CHH492,B789,3032.0,202508181920,202508190510,202508182020,202508190522,EBBR,202508182040.0,2025-08-19 05:33:00,116.985118,40.693538,375.49,61.0,14.0,2.0
CHH6355,A333,7425.0,202508180720,202508181055,202508180720,202508181031,ZWWW,202508180730.0,2025-08-18 10:25:00,116.40418,40.423971,360.0,61.0,19.0,2.0
CHH7080,B738,3467.0,202508181400,202508181815,202508181400,202508181742,ZJSY,202508181426.0,2025-08-18 17:31:00,115.81283,38.666036,539.0,59.0,22.0,3.0
CHH7081,B738,4520.0,202508181600,202508181945,202508181600,202508181927,ZJHK,202508181606.0,2025-08-18 18:56:00,115.866199,38.719547,509.0,57.0,20.0,3.0
CHH7104,B738,7356.0,202508182120,202508182250,202508182120,202508182231,ZYTL,202508182123.0,2025-08-18 21:57:00,117.918306,38.756222,539.0,60.0,25.0,4.0
CHH7106,B738,7357.0,202508182225,202508182355,202508182225,202508182336,ZYTL,202508182225.0,2025-08-18 23:02:00,117.972444,38.887278,539.0,60.0,23.0,4.0
CHH7112,B38M,17.0,202508182055,202508190045,202508182055,202508190016,ZPPP,202508182114.0,2025-08-19 00:11:00,116.369731,40.424276,360.0,61.0,20.0,2.0
CHH7126,B738,2174.0,202508182250,202508190005,202508182250,202508182342,ZSDY,202508182248.0,2025-08-18 23:12:00,117.999981,38.82863,539.0,60.0,31.0,4.0
CHH7130,B738,2552.0,202508182250,202508190115,202508182250,202508190041,ZYHB,202508182250.0,2025-08-19 00:16:00,116.996776,40.702213,314.52,61.0,22.0,2.0
CHH7136,B38M,4566.0,202508181130,202508181355,202508181130,202508181341,ZGHA,202508181142.0,2025-08-18 13:18:00,115.809722,38.663889,509.0,60.0,22.0,3.0
CHH7138,B738,4027.0,202508180645,202508180900,202508180645,202508180842,ZLXY,202508180654.0,2025-08-18 08:28:00,116.407417,40.423986,360.5,60.0,16.0,2.0
CHH7144,B738,2744.0,202508181915,202508182155,202508181915,202508182122,ZSCN,202508181917.0,2025-08-18 20:50:00,116.402491,38.731729,539.0,62.0,18.0,3.0
CHH7146,A333,2333.0,202508181355,202508181755,202508181355,202508181706,ZWWW,202508181413.0,2025-08-18 17:08:00,116.501539,40.422596,360.0,61.0,19.0,2.0
CHH7148,B738,1524.0,202508180830,202508181110,202508180830,202508181101,ZUTF,202508180841.0,2025-08-18 10:31:00,115.859727,38.715164,539.0,61.0,22.0,3.0
CHH7154,B738,2441.0,202508182130,202508190055,202508182130,202508190041,ZGNN,202508182143.0,2025-08-19 00:16:00,116.028838,38.736523,509.0,60.0,19.0,3.0
CHH7168,B38M,5373.0,202508181215,202508181450,202508181215,202508181428,ZUCK,202508181223.0,2025-08-18 14:07:00,115.824722,38.680556,539.0,60.0,22.0,3.0
CHH7180,B738,4542.0,202508181500,202508181900,202508181500,202508181841,ZJSY,202508181518.0,2025-08-18 18:23:00,115.884764,38.736278,509.0,60.0,19.0,3.0
CHH7181,B789,4274.0,202508180800,202508181145,202508180800,202508181109,ZJHK,202508180821.0,2025-08-18 11:04:00,115.860264,38.713681,539.0,60.0,21.0,3.0
CHH7186,B738,337.0,202508181005,202508181230,202508181005,202508181217,ZHYC,202508181000.0,2025-08-18 11:26:00,115.888793,38.741252,497.59,61.0,24.0,3.0
CHH7188,B738,313.0,202508181905,202508182105,202508181905,202508182056,ZHHH,202508181911.0,2025-08-18 20:28:00,115.82607,38.680137,509.0,61.0,21.0,3.0
CHH7190,B738,5153.0,202508181305,202508181555,202508181305,202508181546,ZUGY,202508181321.0,2025-08-18 15:26:00,115.8455,38.698657,509.0,60.0,19.0,3.0
CHH7192,B738,174.0,202508181200,202508181450,202508181200,202508181431,ZSAM,202508181226.0,2025-08-18 14:25:00,116.377101,38.645963,539.0,62.0,19.0,3.0
CHH7194,B738,5346.0,202508182225,202508190010,202508182225,202508182348,ZBHZ,202508182220.0,2025-08-18 23:22:00,117.013238,40.716821,360.0,61.0,23.0,2.0
CHH7196,B738,4127.0,202508181300,202508181540,202508181300,202508181534,ZSFZ,202508181306.0,2025-08-18 15:04:00,116.401389,38.731111,539.0,56.0,18.0,3.0
CHH7198,B38M,6205.0,202508181025,202508181240,202508181025,202508181222,ZLLL,202508181029.0,2025-08-18 12:10:00,116.476111,40.422778,360.0,58.0,18.0,2.0
CHH7236,B738,4255.0,202508181530,202508181755,202508181530,202508181745,ZGHA,202508181611.0,2025-08-18 17:46:00,115.874804,38.727368,509.0,61.0,20.0,3.0
CHH7238,B738,4012.0,202508181430,202508181700,202508181430,202508181627,ZLXY,202508181450.0,2025-08-18 16:24:00,116.450833,40.423333,360.0,56.0,19.0,2.0
CHH7246,A333,2305.0,202508182000,202508182350,202508182000,202508182312,ZWWW,202508182006.0,2025-08-18 23:12:00,117.015056,40.737167,368.73,60.0,25.0,2.0
CHH7248,B738,7457.0,202508181230,202508181515,202508181230,202508181502,ZUTF,202508181248.0,2025-08-18 14:35:00,115.88186,38.735033,508.02,59.0,20.0,3.0
CHH7268,B789,5354.0,202508182130,202508182355,202508182130,202508182349,ZUCK,202508182138.0,2025-08-18 23:41:00,116.444972,40.423356,310.48,60.0,18.0,2.0
CHH7278,B789,5045.0,202508181130,202508181350,202508181130,202508181316,ZSHC,202508181141.0,2025-08-18 13:04:00,116.394948,38.730069,508.06,64.0,18.0,3.0
CHH7280,B738,4267.0,202508181600,202508181955,202508181600,202508181942,ZJSY,202508181641.0,2025-08-18 19:42:00,115.861111,38.715278,539.0,60.0,22.0,3.0
CHH7281,A333,2463.0,202508181300,202508181640,202508181300,202508181619,ZJHK,202508181307.0,2025-08-18 15:58:00,115.89,38.751944,539.0,60.0,19.0,3.0
CHH7290,B738,3536.0,202508182000,202508182300,202508182000,202508182242,ZUGY,202508182045.0,2025-08-18 23:26:00,116.42087,40.423704,360.0,60.0,22.0,2.0
CHH7292,B738,7032.0,202508181855,202508182200,202508181855,202508182118,ZSWZ,202508181934.0,2025-08-18 21:37:00,116.389222,38.694759,509.0,60.0,19.0,3.0
CHH7296,B738,2717.0,202508182105,202508182350,202508182105,202508182338,ZSFZ,202508182113.0,2025-08-18 23:13:00,116.371472,38.642125,539.0,60.0,19.0,3.0
CHH7298,B738,6202.0,202508182025,202508182300,202508182205,202508190004,ZLLL,202508182234.0,2025-08-19 00:09:00,116.379315,40.424259,390.0,60.0,20.0,2.0
CHH730,B789,110.0,202508181500,202508190210,202508181500,202508190116,EBBR,202508181518.0,2025-08-19 01:31:00,116.431306,40.41238,358.67,60.0,14.0,2.0
CHH7336,B738,3102.0,202508181630,202508181855,202508181630,202508181844,ZGHA,202508181653.0,2025-08-18 18:28:00,115.878278,38.730736,539.0,60.0,20.0,3.0
CHH7338,B738,4051.0,202508181830,202508182055,202508181830,202508182026,ZLXY,202508181900.0,2025-08-18 20:30:00,116.51693,40.422256,359.02,61.0,16.0,2.0
CHH7348,B738,1524.0,202508181800,202508182100,202508182020,202508182251,ZUTF,202508182048.0,2025-08-18 22:51:00,116.419645,40.423643,360.0,61.0,15.0,2.0
CHH7368,B738,6447.0,202508180725,202508181000,202508180725,202508180940,ZUCK,202508180732.0,2025-08-18 09:10:00,115.835748,38.688974,539.0,65.0,22.0,3.0
